epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
52,923.164,1.83306,1.20022,1.09314,0.72246,0.77301,0.74013,0.35256,1.8714,1.16042,1.14284,0.000707498,0.000707498,0.000707498
53,940.625,1.82175,1.15692,1.09244,0.68636,0.76356,0.70079,0.34134,1.88392,1.17439,1.14518,0.000693351,0.000693351,0.000693351
54,958.202,1.84356,1.19369,1.10108,0.66776,0.78102,0.68905,0.31796,1.91485,1.22521,1.15243,0.000679204,0.000679204,0.000679204
55,975.836,1.86448,1.21356,1.09648,0.72341,0.77992,0.73125,0.33716,1.88972,1.17313,1.13929,0.000665057,0.000665057,0.000665057
56,993.35,1.85176,1.19621,1.10131,0.68529,0.8171,0.74438,0.34736,1.85249,1.14456,1.12508,0.000650909,0.000650909,0.000650909
57,1010.92,1.81942,1.20143,1.09713,0.71315,0.7801,0.73917,0.34493,1.8859,1.16613,1.14511,0.000636762,0.000636762,0.000636762
58,1028.56,1.81589,1.19038,1.09593,0.69453,0.71607,0.69563,0.32129,1.88393,1.22524,1.14875,0.000622615,0.000622615,0.000622615
59,1045.85,1.85005,1.18885,1.10356,0.73156,0.76586,0.7381,0.34771,1.8906,1.15621,1.14425,0.000608468,0.000608468,0.000608468
60,1063.57,1.82949,1.16398,1.09828,0.72032,0.7747,0.72974,0.34095,1.87621,1.1631,1.13045,0.000594321,0.000594321,0.000594321
61,1080.93,1.82892,1.1484,1.07972,0.70249,0.78114,0.73947,0.34741,1.87358,1.17714,1.1402,0.000580174,0.000580174,0.000580174
62,1098.44,1.83144,1.20182,1.1096,0.70862,0.76267,0.72597,0.33349,1.89263,1.15998,1.1564,0.000566027,0.000566027,0.000566027
63,1116.06,1.82248,1.14812,1.09611,0.72886,0.75592,0.71806,0.33462,1.87175,1.14407,1.14667,0.00055188,0.00055188,0.00055188
64,1133.8,1.80683,1.16062,1.0788,0.72208,0.7669,0.73224,0.34385,1.9089,1.1657,1.15392,0.000537733,0.000537733,0.000537733
65,1151.62,1.80082,1.16001,1.08243,0.74438,0.77934,0.7558,0.34945,1.89699,1.14664,1.14845,0.000523586,0.000523586,0.000523586
66,1169.29,1.81995,1.1543,1.09406,0.7098,0.7876,0.73188,0.33351,1.92216,1.1424,1.1656,0.000509438,0.000509438,0.000509438
67,1186.9,1.82563,1.13639,1.08786,0.72268,0.77688,0.74654,0.34663,1.88801,1.12473,1.14671,0.000495291,0.000495291,0.000495291
68,1204.25,1.80922,1.13711,1.09275,0.70255,0.80063,0.74311,0.34431,1.88409,1.12385,1.14213,0.000481144,0.000481144,0.000481144
69,1221.79,1.83447,1.11482,1.10191,0.70707,0.79247,0.74485,0.35046,1.8719,1.13302,1.13837,0.000466997,0.000466997,0.000466997
70,1239.61,1.83028,1.13551,1.08466,0.74606,0.77784,0.75764,0.34927,1.89579,1.12306,1.14598,0.00045285,0.00045285,0.00045285
71,1257.2,1.79698,1.11702,1.09778,0.71706,0.78696,0.73293,0.33934,1.90809,1.14552,1.15264,0.000438703,0.000438703,0.000438703
72,1274.6,1.82575,1.1278,1.09687,0.69968,0.7781,0.71577,0.31529,1.93776,1.18215,1.17149,0.000424556,0.000424556,0.000424556
73,1291.93,1.82428,1.13196,1.09129,0.70572,0.76041,0.73121,0.33891,1.9173,1.18127,1.15147,0.000410409,0.000410409,0.000410409
74,1309.67,1.82206,1.10955,1.08071,0.71839,0.7953,0.74335,0.34474,1.89158,1.11688,1.14084,0.000396262,0.000396262,0.000396262
75,1327.43,1.824,1.11758,1.07872,0.72093,0.77576,0.72827,0.33747,1.88901,1.13482,1.14006,0.000382115,0.000382115,0.000382115
76,1344.9,1.81472,1.12232,1.07461,0.72809,0.76486,0.73498,0.33978,1.91206,1.12317,1.15496,0.000367967,0.000367967,0.000367967
77,1362.26,1.82667,1.10615,1.09563,0.71089,0.77005,0.73501,0.34062,1.91354,1.12974,1.15598,0.00035382,0.00035382,0.00035382
78,1379.76,1.77714,1.04888,1.08201,0.75583,0.7927,0.76765,0.35664,1.88874,1.0947,1.13777,0.000339673,0.000339673,0.000339673
79,1397.31,1.7812,1.06754,1.08882,0.72918,0.78469,0.7569,0.35516,1.8846,1.09042,1.13664,0.000325526,0.000325526,0.000325526
80,1414.61,1.81142,1.06065,1.09938,0.70848,0.75866,0.70757,0.32127,1.927,1.15399,1.1547,0.000311379,0.000311379,0.000311379
81,1431.95,1.78638,1.09142,1.08717,0.73619,0.79306,0.75104,0.35235,1.87684,1.10449,1.14543,0.000297232,0.000297232,0.000297232
82,1449.67,1.82108,1.10656,1.08815,0.70441,0.82301,0.74627,0.351,1.87656,1.10606,1.14517,0.000283085,0.000283085,0.000283085
83,1467.08,1.791,1.09624,1.08026,0.68928,0.80436,0.7329,0.34055,1.89613,1.13104,1.15167,0.000268938,0.000268938,0.000268938
84,1484.54,1.76684,1.03388,1.0791,0.71405,0.79131,0.75221,0.3337,1.94388,1.11472,1.16513,0.000254791,0.000254791,0.000254791
85,1501.85,1.76314,1.08398,1.08742,0.73356,0.78636,0.75752,0.3506,1.8884,1.09224,1.14455,0.000240644,0.000240644,0.000240644
86,1519.28,1.80904,1.05903,1.10376,0.73511,0.8048,0.76514,0.35263,1.90406,1.08239,1.15038,0.000226497,0.000226497,0.000226497
87,1536.59,1.79406,1.10357,1.08693,0.74828,0.81062,0.76804,0.35369,1.902,1.09155,1.14676,0.000212349,0.000212349,0.000212349
88,1554.01,1.76546,1.08021,1.0843,0.74587,0.78195,0.75481,0.35548,1.89011,1.11805,1.14612,0.000198202,0.000198202,0.000198202
89,1571.57,1.78656,1.06611,1.09547,0.69864,0.79132,0.75186,0.34663,1.91791,1.12311,1.15666,0.000184055,0.000184055,0.000184055
90,1588.83,1.73044,1.03383,1.08048,0.73165,0.76407,0.74618,0.34463,1.92057,1.10771,1.15306,0.000169908,0.000169908,0.000169908
91,1608.18,1.76079,1.12694,1.09188,0.7406,0.82034,0.77832,0.36261,1.90115,1.07426,1.14171,0.000155761,0.000155761,0.000155761
92,1625.03,1.75521,1.09489,1.10344,0.75147,0.81364,0.7801,0.36951,1.89868,1.07022,1.14179,0.000141614,0.000141614,0.000141614
93,1641.7,1.75485,1.09404,1.11259,0.73911,0.81329,0.77199,0.36014,1.90929,1.08476,1.14462,0.000127467,0.000127467,0.000127467
94,1658.29,1.75804,1.07662,1.09737,0.7227,0.81124,0.75977,0.35155,1.90809,1.087,1.14934,0.00011332,0.00011332,0.00011332
95,1674.84,1.77353,1.09759,1.10422,0.72013,0.80541,0.7556,0.34601,1.91663,1.09205,1.15134,9.91726e-05,9.91726e-05,9.91726e-05
96,1691.6,1.73161,1.04414,1.09669,0.73159,0.79652,0.76025,0.35525,1.90205,1.07455,1.14761,8.50255e-05,8.50255e-05,8.50255e-05
97,1708.28,1.72126,1.06025,1.09857,0.74291,0.79765,0.76286,0.35996,1.89232,1.06545,1.14277,7.08784e-05,7.08784e-05,7.08784e-05
98,1725.05,1.74655,1.07689,1.09197,0.74359,0.79186,0.76798,0.36027,1.89654,1.06751,1.14344,5.67313e-05,5.67313e-05,5.67313e-05
99,1741.78,1.75594,1.02103,1.10372,0.74385,0.79041,0.77282,0.35999,1.90336,1.07083,1.14608,4.25842e-05,4.25842e-05,4.25842e-05
100,1758.3,1.71476,1.03201,1.08434,0.75142,0.79702,0.77697,0.36443,1.91006,1.06957,1.14787,2.84371e-05,2.84371e-05,2.84371e-05
