epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,1259.31,1.85858,1.43328,1.19747,0.70455,0.73841,0.69848,0.32754,1.84625,1.26711,1.22808,0.000905557,0.000905557,0.000905557
39,1291.69,1.83618,1.40058,1.20865,0.70882,0.78694,0.74655,0.3435,1.85311,1.23099,1.24259,0.00089141,0.00089141,0.00089141
40,1323.77,1.86011,1.42749,1.23698,0.69062,0.77616,0.73714,0.34327,1.85385,1.23205,1.22293,0.000877263,0.000877263,0.000877263
41,1356.08,1.89063,1.4685,1.22439,0.69419,0.76328,0.72678,0.34168,1.8533,1.2488,1.22488,0.000863116,0.000863116,0.000863116
42,1388.45,1.84484,1.33003,1.19913,0.70323,0.77317,0.73758,0.34142,1.85882,1.20329,1.21778,0.000848969,0.000848969,0.000848969
43,1420.59,1.82805,1.4135,1.21709,0.69698,0.79597,0.73949,0.36204,1.80815,1.21368,1.19639,0.000834822,0.000834822,0.000834822
44,1452.95,1.85941,1.44769,1.18976,0.71079,0.77223,0.72402,0.34914,1.83655,1.21184,1.21469,0.000820675,0.000820675,0.000820675
45,1484.93,1.81935,1.34989,1.21137,0.69746,0.79097,0.72037,0.34217,1.83253,1.21299,1.22745,0.000806528,0.000806528,0.000806528
46,1517.16,1.86336,1.355,1.21153,0.68455,0.75205,0.69402,0.32952,1.88258,1.24899,1.20826,0.00079238,0.00079238,0.00079238
47,1549.56,1.8204,1.37631,1.18815,0.67448,0.7451,0.70033,0.33241,1.84116,1.25158,1.2084,0.000778233,0.000778233,0.000778233
48,1581.59,1.81534,1.32985,1.19848,0.67379,0.77468,0.71478,0.34395,1.80734,1.21908,1.20641,0.000764086,0.000764086,0.000764086
49,1614.1,1.83812,1.31914,1.19841,0.7236,0.78018,0.71128,0.33379,1.83557,1.18169,1.22428,0.000749939,0.000749939,0.000749939
50,1646.43,1.84483,1.31914,1.20471,0.73164,0.78458,0.75863,0.36005,1.82461,1.17684,1.2171,0.000735792,0.000735792,0.000735792
51,1678.36,1.81351,1.31675,1.20149,0.6977,0.76955,0.7316,0.35146,1.84342,1.22063,1.21887,0.000721645,0.000721645,0.000721645
52,1710.58,1.80512,1.29168,1.18156,0.71442,0.77297,0.73214,0.34428,1.86055,1.20459,1.23039,0.000707498,0.000707498,0.000707498
53,1742.8,1.77596,1.31386,1.18035,0.70521,0.78264,0.73325,0.35681,1.83183,1.23218,1.20215,0.000693351,0.000693351,0.000693351
54,1775.26,1.82031,1.29034,1.18814,0.71787,0.80983,0.74933,0.33326,1.87576,1.17761,1.22008,0.000679204,0.000679204,0.000679204
55,1807.45,1.82613,1.3227,1.19791,0.72368,0.7938,0.74751,0.36133,1.83013,1.1876,1.20306,0.000665057,0.000665057,0.000665057
56,1839.55,1.81871,1.29209,1.20177,0.68917,0.80054,0.74148,0.3497,1.85653,1.1713,1.22659,0.000650909,0.000650909,0.000650909
57,1871.89,1.77939,1.25154,1.16619,0.72703,0.79512,0.75833,0.3625,1.82826,1.15034,1.20751,0.000636762,0.000636762,0.000636762
58,1904.21,1.8155,1.21813,1.18547,0.74652,0.79333,0.7625,0.35818,1.87417,1.15077,1.22514,0.000622615,0.000622615,0.000622615
59,1936.51,1.87311,1.28637,1.20101,0.72871,0.78754,0.7515,0.36622,1.87135,1.16973,1.22029,0.000608468,0.000608468,0.000608468
60,1968.78,1.80669,1.22473,1.19214,0.74228,0.81227,0.76232,0.34762,1.86291,1.1567,1.22047,0.000594321,0.000594321,0.000594321
61,2001.06,1.81598,1.24603,1.17104,0.7404,0.77181,0.74405,0.36395,1.85232,1.17868,1.21018,0.000580174,0.000580174,0.000580174
62,2033.55,1.79852,1.28316,1.17947,0.7436,0.80201,0.75201,0.36893,1.81371,1.13581,1.19865,0.000566027,0.000566027,0.000566027
63,2065.82,1.81216,1.22388,1.18707,0.71191,0.78728,0.73899,0.34845,1.86926,1.17048,1.22136,0.00055188,0.00055188,0.00055188
64,2098.03,1.79574,1.18233,1.16496,0.74273,0.81472,0.75305,0.36589,1.83792,1.13584,1.20299,0.000537733,0.000537733,0.000537733
65,2130.41,1.80296,1.20222,1.17813,0.7412,0.7983,0.75529,0.35857,1.85436,1.14565,1.20464,0.000523586,0.000523586,0.000523586
66,2162.72,1.81642,1.27719,1.1884,0.74274,0.82282,0.77851,0.37448,1.82512,1.11518,1.19634,0.000509438,0.000509438,0.000509438
67,2195.02,1.82809,1.23549,1.17899,0.73467,0.77627,0.75501,0.36646,1.8516,1.17648,1.21284,0.000495291,0.000495291,0.000495291
68,2227.4,1.78411,1.22638,1.16153,0.75167,0.78407,0.7488,0.36544,1.81629,1.14531,1.19631,0.000481144,0.000481144,0.000481144
69,2259.57,1.80584,1.24803,1.18201,0.71764,0.7629,0.72,0.34164,1.87752,1.18993,1.22146,0.000466997,0.000466997,0.000466997
70,2291.63,1.80141,1.23623,1.16411,0.72909,0.79019,0.75425,0.32582,1.91527,1.16994,1.24271,0.00045285,0.00045285,0.00045285
71,2323.74,1.78427,1.19664,1.18543,0.73364,0.79901,0.7608,0.37063,1.83465,1.1448,1.19471,0.000438703,0.000438703,0.000438703
72,2355.78,1.7913,1.21873,1.17936,0.73034,0.80797,0.75451,0.35598,1.85415,1.14072,1.20673,0.000424556,0.000424556,0.000424556
73,2387.99,1.77096,1.27378,1.17149,0.71714,0.78994,0.74877,0.3609,1.82726,1.14864,1.19495,0.000410409,0.000410409,0.000410409
74,2420.36,1.80341,1.21918,1.17833,0.73123,0.79103,0.76667,0.37083,1.85195,1.13835,1.21351,0.000396262,0.000396262,0.000396262
75,2452.6,1.78845,1.22749,1.1716,0.74822,0.81697,0.77842,0.37603,1.83083,1.11594,1.20511,0.000382115,0.000382115,0.000382115
76,2484.63,1.77895,1.16862,1.17144,0.72788,0.76765,0.74682,0.36191,1.87649,1.15207,1.21812,0.000367967,0.000367967,0.000367967
77,2516.94,1.81627,1.23465,1.18222,0.75557,0.79968,0.76609,0.37976,1.86325,1.11111,1.20976,0.00035382,0.00035382,0.00035382
78,2549.3,1.78757,1.22296,1.17767,0.72226,0.7837,0.75061,0.34378,1.90766,1.16999,1.22924,0.000339673,0.000339673,0.000339673
79,2581.22,1.76973,1.17326,1.19081,0.72911,0.79105,0.76533,0.37437,1.8482,1.11735,1.2066,0.000325526,0.000325526,0.000325526
80,2613.46,1.76741,1.16432,1.17804,0.74106,0.79036,0.7578,0.35684,1.86597,1.13155,1.21524,0.000311379,0.000311379,0.000311379
81,2646.16,1.79178,1.16785,1.16548,0.75667,0.77696,0.75906,0.37277,1.83917,1.09939,1.20104,0.000297232,0.000297232,0.000297232
82,2678.28,1.8049,1.17691,1.17862,0.74438,0.79002,0.75819,0.37023,1.8408,1.09387,1.19878,0.000283085,0.000283085,0.000283085
83,2710.62,1.75652,1.27865,1.17492,0.73659,0.78748,0.76249,0.36923,1.8331,1.10775,1.20495,0.000268938,0.000268938,0.000268938
84,2742.77,1.79584,1.1802,1.19108,0.735,0.80566,0.76067,0.36251,1.85687,1.11456,1.21836,0.000254791,0.000254791,0.000254791
85,2775.28,1.77502,1.16216,1.17326,0.73503,0.81368,0.77394,0.36772,1.84819,1.10938,1.21385,0.000240644,0.000240644,0.000240644
86,2807.43,1.74929,1.13717,1.19297,0.74851,0.79051,0.76379,0.37701,1.85235,1.09388,1.21044,0.000226497,0.000226497,0.000226497
87,2839.6,1.74852,1.08776,1.17494,0.73807,0.81278,0.76378,0.37572,1.84807,1.08302,1.20347,0.000212349,0.000212349,0.000212349
88,2871.68,1.74535,1.12737,1.169,0.75026,0.77664,0.76206,0.36072,1.85786,1.09465,1.2102,0.000198202,0.000198202,0.000198202
89,2904.02,1.74869,1.11713,1.16194,0.71448,0.81055,0.75639,0.37097,1.85502,1.09356,1.20082,0.000184055,0.000184055,0.000184055
90,2936.27,1.77933,1.14554,1.16458,0.70077,0.79911,0.74189,0.35725,1.90505,1.13355,1.22441,0.000169908,0.000169908,0.000169908
91,2969.49,1.73016,1.15732,1.19331,0.72913,0.77631,0.75725,0.3685,1.86311,1.10795,1.21759,0.000155761,0.000155761,0.000155761
92,3000.74,1.70926,1.17589,1.19586,0.73883,0.79049,0.76392,0.37283,1.85803,1.09133,1.22119,0.000141614,0.000141614,0.000141614
93,3032.04,1.6939,1.15668,1.19224,0.7448,0.77465,0.76374,0.37394,1.86369,1.09397,1.22095,0.000127467,0.000127467,0.000127467
94,3063.33,1.69959,1.13328,1.185,0.73096,0.79157,0.76455,0.36971,1.8786,1.10361,1.22264,0.00011332,0.00011332,0.00011332
95,3094.57,1.70071,1.14649,1.17823,0.74526,0.78474,0.76516,0.36979,1.87544,1.10432,1.21699,9.91726e-05,9.91726e-05,9.91726e-05
96,3125.89,1.69826,1.11219,1.17207,0.73784,0.77959,0.76658,0.3734,1.86258,1.09505,1.20792,8.50255e-05,8.50255e-05,8.50255e-05
97,3157.3,1.68672,1.14956,1.17062,0.74322,0.79244,0.76881,0.37455,1.85155,1.0839,1.2029,7.08784e-05,7.08784e-05,7.08784e-05
98,3188.52,1.67089,1.11371,1.16651,0.75797,0.78616,0.77252,0.3794,1.85325,1.08454,1.20547,5.67313e-05,5.67313e-05,5.67313e-05
99,3219.85,1.70229,1.11272,1.1964,0.7584,0.7983,0.77814,0.37876,1.85647,1.07966,1.20874,4.25842e-05,4.25842e-05,4.25842e-05
100,3251.2,1.68697,1.11537,1.17088,0.75427,0.80137,0.7777,0.37644,1.85529,1.08052,1.20937,2.84371e-05,2.84371e-05,2.84371e-05
